Date,Open,High,Low,Close,Adj Close,Volume
6/8/1981,0.136719,0.136719,0.136161,0.136161,0.105088,93497600
6/9/1981,0.138951,0.139509,0.138951,0.138951,0.107241,119593600
6/10/1981,0.140625,0.142299,0.140625,0.140625,0.108533,25222400
6/11/1981,0.146763,0.147321,0.146763,0.146763,0.11327,38976000
6/12/1981,0.145647,0.145647,0.145089,0.145089,0.111978,25804800
6/15/1981,0.145089,0.145089,0.144531,0.144531,0.111548,143763200
6/16/1981,0.142299,0.142299,0.141741,0.141741,0.109394,37251200
6/17/1981,0.140067,0.140067,0.139509,0.139509,0.107672,27574400
6/18/1981,0.139509,0.140067,0.138951,0.138951,0.107241,23049600
6/19/1981,0.135603,0.135603,0.135045,0.135045,0.104226,27507200
6/22/1981,0.13058,0.13058,0.130022,0.130022,0.10035,10841600
6/23/1981,0.132254,0.133371,0.132254,0.132254,0.102072,15030400
6/24/1981,0.130022,0.130022,0.128906,0.128906,0.099488,23027200
6/25/1981,0.131696,0.132254,0.131696,0.131696,0.101642,24259200
6/26/1981,0.131138,0.131138,0.130022,0.130022,0.10035,23788800
6/29/1981,0.126674,0.126674,0.125558,0.125558,0.096904,10595200
6/30/1981,0.116629,0.116629,0.116071,0.116071,0.089582,35907200
7/1/1981,0.115513,0.115513,0.114955,0.114955,0.088721,170464000
7/2/1981,0.114955,0.115513,0.114955,0.114955,0.088721,30284800
7/6/1981,0.112165,0.112165,0.111049,0.111049,0.085707,16531200
7/7/1981,0.112165,0.113281,0.112165,0.112165,0.086568,15836800
7/8/1981,0.116629,0.117188,0.116629,0.116629,0.090013,16620800
7/9/1981,0.108259,0.108259,0.107701,0.107701,0.083123,32883200
7/10/1981,0.099888,0.099888,0.09933,0.09933,0.076662,55171200
7/13/1981,0.101563,0.102121,0.101563,0.101563,0.078385,45740800
7/14/1981,0.106027,0.107143,0.106027,0.106027,0.081831,19779200
7/15/1981,0.108817,0.109375,0.108817,0.108817,0.083984,10953600
7/16/1981,0.111607,0.112723,0.111607,0.111607,0.086137,15232000
7/17/1981,0.115513,0.116071,0.115513,0.115513,0.089152,19824000
7/20/1981,0.108259,0.108259,0.107701,0.107701,0.083123,23654400
7/21/1981,0.107701,0.107701,0.107143,0.107143,0.082692,31942400
7/22/1981,0.102121,0.102121,0.101004,0.101004,0.077954,22668800
7/23/1981,0.103795,0.104353,0.103795,0.103795,0.080108,34451200
7/24/1981,0.107143,0.107701,0.107143,0.107143,0.082692,28851200
7/27/1981,0.111607,0.112165,0.111607,0.111607,0.086137,17337600
7/28/1981,0.108259,0.108259,0.107701,0.107701,0.083123,22848000
7/29/1981,0.106585,0.106585,0.106027,0.106027,0.081831,15500800
7/30/1981,0.109933,0.111049,0.109933,0.109933,0.084845,9900800
7/31/1981,0.111607,0.112165,0.111607,0.111607,0.086137,10953600
8/3/1981,0.111607,0.111607,0.110491,0.110491,0.085276,12432000
8/4/1981,0.112165,0.112723,0.112165,0.112165,0.086568,31673600
8/5/1981,0.115513,0.116071,0.115513,0.115513,0.089152,17494400
8/6/1981,0.113281,0.113281,0.112723,0.112723,0.086999,10528000
8/7/1981,0.112723,0.113281,0.112723,0.112723,0.086999,9206400
8/10/1981,0.112723,0.112723,0.112723,0.112723,0.086999,0
8/11/1981,0.110491,0.110491,0.109375,0.109375,0.084415,71456000
8/12/1981,0.107701,0.107701,0.107143,0.107143,0.082692,26275200
8/13/1981,0.104353,0.104353,0.103795,0.103795,0.080108,27484800
8/14/1981,0.103237,0.103237,0.102121,0.102121,0.078816,24192000
8/17/1981,0.099888,0.099888,0.098772,0.098772,0.076231,18905600
8/18/1981,0.097656,0.097656,0.09654,0.09654,0.074509,17001600
8/19/1981,0.09654,0.09654,0.095424,0.095424,0.073647,20675200
8/20/1981,0.09654,0.097098,0.09654,0.09654,0.074509,17113600
8/21/1981,0.09096,0.09096,0.089844,0.089844,0.069341,41910400
8/24/1981,0.084821,0.084821,0.084263,0.084263,0.065033,23072000
8/25/1981,0.086496,0.087054,0.086496,0.086496,0.066757,40700800
8/26/1981,0.085379,0.085379,0.084821,0.084821,0.065464,33600000
8/27/1981,0.085379,0.085938,0.085379,0.085379,0.065895,25916800
8/28/1981,0.089844,0.090402,0.089844,0.089844,0.069341,38035200
8/31/1981,0.089844,0.090402,0.089844,0.089844,0.069341,40947200
9/1/1981,0.095424,0.095982,0.095424,0.095424,0.073647,37027200
9/2/1981,0.097098,0.097656,0.097098,0.097098,0.074939,19376000
9/3/1981,0.093192,0.093192,0.092076,0.092076,0.071063,37475200
9/4/1981,0.091518,0.091518,0.09096,0.09096,0.070202,15254400
9/8/1981,0.088728,0.088728,0.08817,0.08817,0.068049,25446400
9/9/1981,0.08817,0.088728,0.08817,0.08817,0.068049,30531200
9/10/1981,0.088728,0.089286,0.088728,0.088728,0.068479,34809600
9/11/1981,0.08817,0.08817,0.087612,0.087612,0.067618,17539200
9/14/1981,0.085379,0.085379,0.084821,0.084821,0.065464,27686400
9/15/1981,0.083147,0.083147,0.082589,0.082589,0.063741,19510400
9/16/1981,0.081473,0.081473,0.080915,0.080915,0.062449,19353600
9/17/1981,0.079241,0.079241,0.078683,0.078683,0.060727,19376000
9/18/1981,0.079241,0.079799,0.079241,0.079241,0.061157,26320000
9/21/1981,0.079799,0.080357,0.079799,0.079799,0.061588,49033600
9/22/1981,0.075893,0.075893,0.075335,0.075335,0.058143,47420800
9/23/1981,0.074777,0.074777,0.073661,0.073661,0.056851,28201600
9/24/1981,0.073661,0.073661,0.073103,0.073103,0.05642,18300800
9/25/1981,0.064732,0.064732,0.063616,0.063616,0.049098,34608000
9/28/1981,0.064174,0.064732,0.064174,0.064174,0.049529,91728000
9/29/1981,0.067522,0.06808,0.067522,0.067522,0.052113,94684800
9/30/1981,0.06808,0.068638,0.06808,0.06808,0.052543,49996800
10/1/1981,0.06808,0.068638,0.06808,0.06808,0.052543,61129600
10/2/1981,0.073661,0.074219,0.073661,0.073661,0.056851,45046400
10/5/1981,0.075893,0.077009,0.075893,0.075893,0.058573,43097600
10/6/1981,0.075893,0.075893,0.075335,0.075335,0.058143,28358400
10/7/1981,0.079799,0.080915,0.079799,0.079799,0.061588,38841600
10/8/1981,0.082589,0.083147,0.082589,0.082589,0.063741,31091200
10/9/1981,0.083147,0.084263,0.083147,0.083147,0.064172,54521600
10/12/1981,0.085938,0.086496,0.085938,0.085938,0.066326,27350400
10/13/1981,0.085938,0.087054,0.085938,0.085938,0.066326,44195200
10/14/1981,0.081473,0.081473,0.080915,0.080915,0.062449,30979200
10/15/1981,0.082589,0.083147,0.082589,0.082589,0.063741,29433600
10/16/1981,0.082031,0.082031,0.081473,0.081473,0.06288,36467200
10/19/1981,0.083147,0.083705,0.083147,0.083147,0.064172,20585600
10/20/1981,0.087612,0.08817,0.087612,0.087612,0.067618,35728000
10/21/1981,0.087612,0.08817,0.087612,0.087612,0.067618,76899200
10/22/1981,0.087612,0.087612,0.087054,0.087054,0.067187,32278400
10/23/1981,0.085379,0.085379,0.084821,0.084821,0.065464,27910400
10/26/1981,0.084821,0.085379,0.084821,0.084821,0.065464,27283200
10/27/1981,0.086496,0.087612,0.086496,0.086496,0.066757,85590400
10/28/1981,0.089286,0.089844,0.089286,0.089286,0.06891,44172800
10/29/1981,0.088728,0.088728,0.08817,0.08817,0.068049,30486400
10/30/1981,0.089286,0.089844,0.089286,0.089286,0.06891,52729600
11/2/1981,0.089286,0.089844,0.089286,0.089286,0.06891,36915200
11/3/1981,0.088728,0.088728,0.08817,0.08817,0.068049,28380800
11/4/1981,0.086496,0.086496,0.085938,0.085938,0.066326,23811200
11/5/1981,0.080357,0.080357,0.079799,0.079799,0.061588,23363200
11/6/1981,0.080357,0.080915,0.080357,0.080357,0.062019,24595200
11/9/1981,0.081473,0.082031,0.081473,0.081473,0.06288,20384000
11/10/1981,0.082031,0.082589,0.082031,0.082031,0.063311,16755200
11/11/1981,0.084263,0.084821,0.084263,0.084263,0.065033,27440000
11/12/1981,0.087054,0.087612,0.087054,0.087054,0.067187,39916800
11/13/1981,0.081473,0.081473,0.080915,0.080915,0.062449,21011200
11/16/1981,0.080357,0.080357,0.079799,0.079799,0.061588,22556800
11/17/1981,0.081473,0.082031,0.081473,0.081473,0.06288,35414400
11/18/1981,0.084263,0.084821,0.084263,0.084263,0.065033,29142400
11/19/1981,0.084263,0.084821,0.084263,0.084263,0.065033,40006400
11/20/1981,0.084821,0.085379,0.084821,0.084821,0.065464,38102400
11/23/1981,0.082031,0.082031,0.080915,0.080915,0.062449,22960000
11/24/1981,0.080915,0.080915,0.080357,0.080357,0.062019,22153600
11/25/1981,0.082031,0.082589,0.082031,0.082031,0.063311,52550400
11/27/1981,0.084263,0.084821,0.084263,0.084263,0.065033,37251200
11/30/1981,0.083705,0.083705,0.083147,0.083147,0.064172,23968000
12/1/1981,0.083147,0.083705,0.083147,0.083147,0.064172,23385600
12/2/1981,0.083705,0.084263,0.083705,0.083705,0.064603,37564800
12/3/1981,0.083147,0.083147,0.082589,0.082589,0.063741,20428800
12/4/1981,0.084821,0.085379,0.084821,0.084821,0.065464,137155200
12/7/1981,0.085379,0.085938,0.085379,0.085379,0.065895,59292800
12/8/1981,0.084821,0.084821,0.083705,0.083705,0.064603,50624000
12/9/1981,0.084263,0.084821,0.084263,0.084263,0.065033,34272000
12/10/1981,0.084263,0.084821,0.084263,0.084263,0.065033,37408000
12/11/1981,0.084263,0.084821,0.083705,0.083705,0.064603,76092800
12/14/1981,0.082031,0.082031,0.080915,0.080915,0.062449,25244800
12/15/1981,0.083147,0.083705,0.083147,0.083147,0.064172,31315200
12/16/1981,0.087054,0.087612,0.087054,0.087054,0.067187,65452800
12/17/1981,0.094308,0.094866,0.094308,0.094308,0.072786,51452800
12/18/1981,0.102121,0.102679,0.102121,0.102121,0.078816,71724800
12/21/1981,0.098214,0.098214,0.097656,0.097656,0.07537,56403200
12/22/1981,0.09933,0.099888,0.09933,0.09933,0.076662,53827200
12/23/1981,0.097656,0.097656,0.097098,0.097098,0.074939,28896000
12/24/1981,0.097656,0.098214,0.097656,0.097656,0.07537,28918400
12/28/1981,0.094308,0.094308,0.093192,0.093192,0.071925,36579200
12/29/1981,0.094866,0.095982,0.094866,0.094866,0.073217,24236800
12/30/1981,0.098772,0.09933,0.098772,0.098772,0.076231,32188800
12/31/1981,0.098772,0.09933,0.098772,0.098772,0.076231,54656000
1/4/1982,0.098772,0.098772,0.098214,0.098214,0.075801,71254400
1/5/1982,0.094308,0.094308,0.093192,0.093192,0.071925,35840000
1/6/1982,0.092634,0.092634,0.092076,0.092076,0.071063,66080000
1/7/1982,0.085938,0.085938,0.084821,0.084821,0.065464,70044800
1/8/1982,0.088728,0.089286,0.088728,0.088728,0.068479,56604800
1/11/1982,0.083705,0.083705,0.083147,0.083147,0.064172,33331200
1/12/1982,0.080915,0.080915,0.080357,0.080357,0.062019,59920000
1/13/1982,0.080357,0.080357,0.079799,0.079799,0.061588,41753600
1/14/1982,0.083705,0.084263,0.083705,0.083705,0.064603,25715200
1/15/1982,0.089286,0.090402,0.089286,0.089286,0.06891,46704000
1/18/1982,0.09096,0.092076,0.09096,0.09096,0.070202,28000000
1/19/1982,0.089844,0.089844,0.088728,0.088728,0.068479,55507200
1/20/1982,0.090402,0.09096,0.090402,0.090402,0.069771,25827200
1/21/1982,0.092076,0.092634,0.092076,0.092076,0.071063,33331200
1/22/1982,0.092634,0.093192,0.092634,0.092634,0.071494,24259200
1/25/1982,0.090402,0.090402,0.089844,0.089844,0.069341,44710400
1/26/1982,0.087612,0.087612,0.086496,0.086496,0.066757,21212800
1/27/1982,0.087054,0.08817,0.087054,0.087054,0.067187,31360000
1/28/1982,0.089844,0.090402,0.089844,0.089844,0.069341,39603200
1/29/1982,0.09096,0.091518,0.09096,0.09096,0.070202,53155200
2/1/1982,0.09096,0.09096,0.089844,0.089844,0.069341,38528000
2/2/1982,0.090402,0.091518,0.090402,0.090402,0.069771,54275200
2/3/1982,0.090402,0.09096,0.090402,0.090402,0.069771,31472000
2/4/1982,0.088728,0.088728,0.08817,0.08817,0.068049,22041600
2/5/1982,0.08817,0.088728,0.08817,0.08817,0.068049,40297600
2/8/1982,0.083147,0.083147,0.082589,0.082589,0.063741,31696000
2/9/1982,0.082589,0.083147,0.082589,0.082589,0.063741,57904000
2/10/1982,0.083705,0.084263,0.083705,0.083705,0.064603,38796800
2/11/1982,0.083147,0.083147,0.082589,0.082589,0.063741,24528000
2/12/1982,0.083705,0.084263,0.083705,0.083705,0.064603,19644800
2/16/1982,0.082589,0.082589,0.082031,0.082031,0.063311,34316800
2/17/1982,0.083147,0.083705,0.083147,0.083147,0.064172,25580800
2/18/1982,0.084263,0.084821,0.084263,0.084263,0.065033,28380800
2/19/1982,0.084263,0.084263,0.083705,0.083705,0.064603,13596800
2/22/1982,0.083147,0.083147,0.082589,0.082589,0.063741,26633600
2/23/1982,0.082031,0.082031,0.081473,0.081473,0.06288,34540800
2/24/1982,0.082031,0.082589,0.082031,0.082031,0.063311,37945600
2/25/1982,0.082031,0.082031,0.081473,0.081473,0.06288,30800000
2/26/1982,0.081473,0.082031,0.081473,0.081473,0.06288,17427200
3/1/1982,0.082031,0.082589,0.082031,0.082031,0.063311,35302400
3/2/1982,0.082031,0.082589,0.082031,0.082031,0.063311,34809600
3/3/1982,0.082031,0.082589,0.082031,0.082031,0.063311,23654400
3/4/1982,0.080915,0.080915,0.080357,0.080357,0.062019,38371200
3/5/1982,0.074777,0.074777,0.074219,0.074219,0.057282,45315200
3/8/1982,0.073661,0.073661,0.073103,0.073103,0.05642,35145600
3/9/1982,0.073661,0.074219,0.073661,0.073661,0.056851,52505600
3/10/1982,0.073103,0.073103,0.072545,0.072545,0.05599,86934400
3/11/1982,0.072545,0.073661,0.072545,0.072545,0.05599,22579200
3/12/1982,0.068638,0.068638,0.06808,0.06808,0.052543,46547200
3/15/1982,0.06808,0.06808,0.067522,0.067522,0.052113,51363200
3/16/1982,0.066964,0.066964,0.066406,0.066406,0.051252,47152000
3/17/1982,0.063616,0.063616,0.063058,0.063058,0.048668,50489600
3/18/1982,0.06808,0.068638,0.06808,0.06808,0.052543,56336000
3/19/1982,0.074219,0.074777,0.074219,0.074219,0.057282,65811200
3/22/1982,0.079799,0.080357,0.079799,0.079799,0.061588,69193600
3/23/1982,0.079241,0.079241,0.078683,0.078683,0.060727,55955200
3/24/1982,0.074777,0.074777,0.074219,0.074219,0.057282,51609600
3/25/1982,0.074219,0.074219,0.073661,0.073661,0.056851,84112000
3/26/1982,0.073103,0.073103,0.072545,0.072545,0.05599,50780800
3/29/1982,0.074219,0.074777,0.074219,0.074219,0.057282,67603200
3/30/1982,0.075335,0.075893,0.075335,0.075335,0.058143,77952000
3/31/1982,0.075335,0.075893,0.075335,0.075335,0.058143,50153600
4/1/1982,0.079241,0.079799,0.079241,0.079241,0.061157,59136000
4/2/1982,0.079241,0.079799,0.079241,0.079241,0.061157,84806400
4/5/1982,0.079241,0.079799,0.079241,0.079241,0.061157,86643200
4/6/1982,0.079241,0.079241,0.078683,0.078683,0.060727,71590400
4/7/1982,0.078125,0.078125,0.077567,0.077567,0.059865,29097600
4/8/1982,0.078125,0.078683,0.078125,0.078125,0.060296,23990400
4/12/1982,0.078125,0.078683,0.077567,0.077567,0.059865,44307200
4/13/1982,0.071987,0.071987,0.071429,0.071429,0.055128,85299200
4/14/1982,0.071987,0.072545,0.071987,0.071987,0.055559,113590400
4/15/1982,0.073103,0.073661,0.073103,0.073103,0.05642,164281600
4/16/1982,0.075335,0.075893,0.075335,0.075335,0.058143,104048000
4/19/1982,0.074777,0.074777,0.073661,0.073661,0.056851,41283200
4/20/1982,0.070871,0.070871,0.070313,0.070313,0.054267,80550400
4/21/1982,0.070313,0.070313,0.069754,0.069754,0.053835,73024000
4/22/1982,0.069196,0.069196,0.068638,0.068638,0.052974,52595200
4/23/1982,0.068638,0.069196,0.068638,0.068638,0.052974,48294400
4/26/1982,0.070313,0.070871,0.070313,0.070313,0.054267,57926400
4/27/1982,0.068638,0.068638,0.06808,0.06808,0.052543,70268800
4/28/1982,0.065848,0.065848,0.06529,0.06529,0.05039,99232000
4/29/1982,0.06529,0.065848,0.06529,0.06529,0.05039,82230400
4/30/1982,0.065848,0.066406,0.065848,0.065848,0.050821,277401600
5/3/1982,0.06808,0.068638,0.06808,0.06808,0.052543,82700800
5/4/1982,0.070313,0.070871,0.070313,0.070313,0.054267,73987200
5/5/1982,0.070313,0.070313,0.069196,0.069196,0.053405,53939200
5/6/1982,0.071429,0.071987,0.071429,0.071429,0.055128,75465600
5/7/1982,0.072545,0.073103,0.072545,0.072545,0.05599,84716800
5/10/1982,0.071987,0.071987,0.071429,0.071429,0.055128,31606400
5/11/1982,0.069754,0.069754,0.069196,0.069196,0.053405,103017600
5/12/1982,0.06808,0.06808,0.067522,0.067522,0.052113,71008000
5/13/1982,0.06808,0.068638,0.06808,0.06808,0.052543,54454400
5/14/1982,0.066406,0.066406,0.06529,0.06529,0.05039,95737600
5/17/1982,0.064732,0.064732,0.064174,0.064174,0.049529,76204800
5/18/1982,0.063616,0.063616,0.063058,0.063058,0.048668,122035200
5/19/1982,0.063058,0.063058,0.0625,0.0625,0.048237,75286400
5/20/1982,0.063058,0.063616,0.063058,0.063058,0.048668,27619200
5/21/1982,0.063616,0.064174,0.063616,0.063616,0.049098,38841600
5/24/1982,0.064174,0.064732,0.064174,0.064174,0.049529,31987200
5/25/1982,0.064174,0.064732,0.064174,0.064174,0.049529,51564800
5/26/1982,0.064174,0.064174,0.063616,0.063616,0.049098,43276800
5/27/1982,0.063058,0.063058,0.0625,0.0625,0.048237,31248000
5/28/1982,0.0625,0.063058,0.0625,0.0625,0.048237,19196800
6/1/1982,0.061942,0.061942,0.061384,0.061384,0.047376,47600000
6/2/1982,0.0625,0.063058,0.0625,0.0625,0.048237,32905600
6/3/1982,0.061384,0.061384,0.060268,0.060268,0.046514,39760000
6/4/1982,0.059152,0.059152,0.058594,0.058594,0.045222,37676800
6/7/1982,0.058594,0.059152,0.058594,0.058594,0.045222,37161600
6/8/1982,0.058594,0.058594,0.058036,0.058036,0.044792,31404800
6/9/1982,0.057478,0.057478,0.05692,0.05692,0.04393,33846400
6/10/1982,0.057478,0.058036,0.057478,0.057478,0.044361,34406400
6/11/1982,0.05971,0.060268,0.05971,0.05971,0.046084,54633600
6/14/1982,0.05971,0.060268,0.05971,0.05971,0.046084,29993600
6/15/1982,0.05971,0.060268,0.05971,0.05971,0.046084,35212800
6/16/1982,0.05971,0.060268,0.05971,0.05971,0.046084,41731200
6/17/1982,0.059152,0.059152,0.058594,0.058594,0.045222,29164800
6/18/1982,0.058594,0.058594,0.057478,0.057478,0.044361,19868800
6/21/1982,0.057478,0.058036,0.057478,0.057478,0.044361,28537600
6/22/1982,0.05971,0.060826,0.05971,0.05971,0.046084,17561600
6/23/1982,0.061384,0.0625,0.061384,0.061384,0.047376,52752000
6/24/1982,0.061384,0.061942,0.061384,0.061384,0.047376,44150400
